0.000000	20.000000	-1.623636e-05	-1.108248e-05	7.750277e+00
0.000000	200.000000	1.219285e-05	2.744470e-05	4.024491e-01
0.000000	220.000000	9.307229e-06	2.142263e-05	2.841579e-01
0.000000	300.000000	3.889702e-06	9.755891e-06	9.686505e-02
0.000000	260.000000	5.788015e-06	1.392945e-05	1.575909e-01
0.000000	280.000000	4.704395e-06	1.156391e-05	1.222504e-01
0.000000	360.000000	2.387080e-06	6.318597e-06	5.311631e-02
0.000000	340.000000	2.775683e-06	7.224231e-06	6.399871e-02
0.000000	40.000000	-2.146002e-05	-2.559334e-05	7.482849e+00
0.000000	140.000000	2.596507e-05	5.606411e-05	1.550363e+00
0.000000	320.000000	3.264495e-06	8.345283e-06	7.813583e-02
0.000000	60.000000	-2.596170e-05	-3.747167e-05	6.910516e+00
0.000000	240.000000	7.261204e-06	1.709405e-05	2.083744e-01
0.000000	0.000000	-1.219337e-05	2.975067e-06	7.828079e+00
0.000000	160.000000	2.146040e-05	4.654229e-05	9.355301e-01
0.000000	80.000000	-2.181719e-05	-3.184652e-05	5.841599e+00
0.000000	180.000000	1.623596e-05	3.579346e-05	5.970185e-01
0.000000	120.000000	2.182835e-05	4.914343e-05	2.641993e+00
0.000000	380.000000	2.073510e-06	5.576326e-06	4.459538e-02
0.000000	100.000000	8.827129e-09	8.441054e-06	4.245372e+00
2.000000	200.000000	7.448476e-03	2.779848e-05	4.022650e-01
2.000000	220.000000	4.665360e-03	2.170264e-05	2.840548e-01
2.000000	300.000000	1.085350e-03	9.871020e-06	9.684863e-02
2.000000	20.000000	8.029918e-03	-1.192320e-05	7.750734e+00
2.000000	360.000000	4.813500e-04	6.384883e-06	5.311045e-02
4.000000	200.000000	1.486801e-02	2.813514e-05	4.017133e-01
4.000000	220.000000	9.312881e-03	2.197191e-05	2.837456e-01
4.000000	300.000000	2.165866e-03	9.983990e-06	9.679944e-02
2.000000	240.000000	3.066805e-03	1.731516e-05	2.083134e-01
2.000000	260.000000	2.099997e-03	1.410535e-05	1.575530e-01
2.000000	280.000000	1.488086e-03	1.170538e-05	1.222259e-01
2.000000	340.000000	6.192428e-04	7.303098e-06	6.399064e-02
2.000000	80.000000	6.836502e-02	-3.228545e-05	5.843079e+00
2.000000	40.000000	1.960168e-02	-2.644230e-05	7.483590e+00
2.000000	320.000000	8.112485e-04	8.440059e-06	7.812447e-02
2.000000	0.000000	-1.206314e-05	2.166165e-06	7.828455e+00
2.000000	60.000000	3.931022e-02	-3.821195e-05	6.911777e+00
2.000000	140.000000	4.094023e-02	5.647076e-05	1.549153e+00
2.000000	160.000000	2.238343e-02	4.702742e-05	9.348594e-01
2.000000	100.000000	8.632468e-02	8.286142e-06	4.245395e+00
2.000000	180.000000	1.256461e-02	3.622808e-05	5.966721e-01
2.000000	120.000000	6.913205e-02	4.926658e-05	2.640558e+00
2.000000	380.000000	3.801461e-04	5.632550e-06	4.459104e-02
4.000000	20.000000	1.605054e-02	-1.274850e-05	7.752105e+00
4.000000	360.000000	9.600418e-04	6.450306e-06	5.309290e-02
6.000000	300.000000	3.244496e-03	1.009476e-05	9.671756e-02
4.000000	240.000000	6.121773e-03	1.752939e-05	2.081306e-01
4.000000	340.000000	1.235311e-03	7.380819e-06	6.396649e-02
4.000000	80.000000	1.368201e-01	-3.275883e-05	5.847527e+00
4.000000	320.000000	1.618628e-03	8.533279e-06	7.809046e-02
4.000000	0.000000	-1.193234e-05	1.356819e-06	7.829580e+00
6.000000	220.000000	1.394337e-02	2.223038e-05	2.832314e-01
6.000000	200.000000	2.225414e-02	2.845472e-05	4.007960e-01
4.000000	40.000000	3.916334e-02	-2.726250e-05	7.485810e+00
4.000000	260.000000	4.191623e-03	1.427672e-05	1.574396e-01
4.000000	280.000000	2.969939e-03	1.184377e-05	1.221526e-01
4.000000	60.000000	7.856155e-02	-3.893320e-05	6.915557e+00
4.000000	160.000000	4.467964e-02	4.747610e-05	9.328488e-01
4.000000	140.000000	8.176769e-02	5.685279e-05	1.545521e+00
4.000000	120.000000	1.383101e-01	4.941962e-05	2.636231e+00
4.000000	180.000000	2.507904e-02	3.663588e-05	5.956343e-01
4.000000	100.000000	1.729670e-01	8.129100e-06	4.245453e+00
4.000000	380.000000	7.580300e-04	5.688110e-06	4.457802e-02
8.000000	300.000000	4.320305e-03	1.020329e-05	9.660308e-02
6.000000	240.000000	9.167609e-03	1.773668e-05	2.078265e-01
6.000000	340.000000	1.850581e-03	7.457370e-06	6.392627e-02
6.000000	80.000000	2.054101e-01	-3.327450e-05	5.854990e+00
6.000000	20.000000	2.402019e-02	-1.355880e-05	7.754384e+00
6.000000	360.000000	1.438192e-03	6.514848e-06	5.306368e-02
6.000000	0.000000	-1.180120e-05	5.468918e-07	7.831453e+00
6.000000	320.000000	2.424802e-03	8.624914e-06	7.803383e-02
6.000000	160.000000	6.684430e-02	4.789024e-05	9.295040e-01
8.000000	220.000000	1.854841e-02	2.247798e-05	2.825135e-01
8.000000	200.000000	2.959032e-02	2.875729e-05	3.995157e-01
10.000000	300.000000	5.392360e-03	1.030954e-05	9.645617e-02
6.000000	280.000000	4.448738e-03	1.197902e-05	1.220305e-01
8.000000	340.000000	2.464658e-03	7.532727e-06	6.387004e-02
6.000000	140.000000	1.224200e-01	5.721536e-05	1.539461e+00
